Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
29.0,0,1,6.0,2,2,3,5.0,0,3.0,1,2.0,0,1,0,2.0,1,17720.0
34.0,1,3,19.0,3,2,2,3.0,3,3.0,1,2.0,0,1,1,1.0,3,23628.0
37.0,1,1,21.0,2,2,4,4.0,1,3.0,1,2.0,1,5,1,1.0,2,25264.0
24.0,0,3,30.0,3,2,2,3.0,0,3.0,1,1.0,0,4,1,1.0,1,17400.0
54.0,1,2,25.0,3,2,2,3.0,3,4.0,1,3.0,0,3,1,1.0,3,25725.0
30.0,1,1,26.0,1,2,3,4.0,1,3.0,1,6.0,0,5,1,1.0,2,22940.0
46.0,1,3,9.0,2,2,4,4.0,1,4.0,0,2.0,0,5,1,1.0,2,23483.0
39.0,1,1,9.0,3,2,3,4.0,1,4.0,1,6.0,0,4,0,1.0,2,23533.0
55.0,1,1,14.0,3,1,4,4.0,1,3.0,1,6.0,0,3,1,2.0,2,25532.0
29.0,1,1,7.0,3,1,4,4.0,0,5.0,1,3.0,0,1,1,1.0,1,22269.0
43.0,0,1,28.0,3,1,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0
31.0,0,1,12.0,3,1,3,4.0,0,4.0,2,2.0,0,3,0,1.0,1,21100.0
29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0
57.0,1,1,6.0,3,2,2,3.0,1,3.0,0,3.0,0,3,1,1.0,2,21755.0
34.0,1,1,9.0,2,2,3,4.0,0,3.0,2,2.0,0,3,0,2.0,1,21178.0
37.0,1,1,9.0,3,2,4,4.0,0,3.0,2,6.0,0,5,1,1.0,1,21197.0
43.0,1,3,31.0,3,2,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0
30.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,0.0,1,17632.0
34.0,1,3,27.0,2,2,3,2.0,1,3.0,2,2.0,0,3,1,0.0,2,20337.0
31.0,0,1,11.0,1,2,3,4.0,0,3.0,2,2.0,1,4,1,1.0,1,20963.0
27.0,1,3,16.0,3,1,3,4.0,1,3.0,0,2.0,1,3,1,2.0,2,20769.0
46.0,1,1,14.0,3,1,3,4.0,0,3.0,1,6.0,1,3,0,2.0,1,23155.0
31.0,0,1,30.0,1,1,1,3.0,1,3.0,2,3.0,0,1,1,0.0,2,20238.0
45.0,1,1,26.0,3,2,3,3.0,4,3.0,0,1.0,1,3,0,0.0,0,28496.0
27.0,1,1,8.0,1,2,2,3.0,0,4.0,1,2.0,0,4,1,1.0,1,17226.0
45.0,1,1,8.0,2,1,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17274.0
38.0,0,3,26.0,3,2,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0
47.0,0,1,22.0,3,2,3,1.0,1,3.0,1,2.0,1,2,0,0.0,2,20067.0
33.0,1,1,9.0,1,2,4,4.0,0,5.0,2,3.0,0,1,1,2.0,1,21117.0
37.0,1,1,16.0,2,1,2,3.0,0,5.0,1,1.0,1,3,1,0.0,1,17782.0
34.0,1,1,8.0,2,2,3,4.0,0,3.0,1,4.0,0,5,1,2.0,1,17768.0
42.0,0,1,11.0,2,2,3,3.0,0,3.0,1,5.0,0,3,0,1.0,1,17093.0
56.0,1,1,13.0,1,2,3,3.0,0,3.0,1,1.0,0,4,1,2.0,1,17339.0
40.0,1,1,25.0,2,2,3,4.0,1,3.0,3,2.0,0,3,0,1.0,2,23212.0
30.0,1,1,22.0,2,2,3,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21018.0
26.0,1,1,14.0,3,2,4,5.0,0,3.0,0,3.0,0,2,1,3.0,1,21567.0
29.0,1,1,31.0,3,2,3,4.0,0,4.0,1,3.0,1,1,0,1.0,1,21086.0
39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,7.0,1,1,0,1.0,2,24658.0
44.0,1,1,9.0,2,2,2,3.0,2,3.0,0,5.0,1,2,1,0.0,4,32126.0
32.0,1,3,13.0,3,2,4,2.0,1,3.0,1,6.0,0,5,1,2.0,2,24138.0
37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17177.0
30.0,1,1,14.0,1,1,3,4.0,0,3.0,1,5.0,1,4,1,2.0,1,22017.0
32.0,1,3,23.0,3,2,4,4.0,3,3.0,1,4.0,0,5,1,1.0,3,26839.0
27.0,0,1,9.0,2,2,3,4.0,0,5.0,1,7.0,1,5,0,1.0,1,20720.0
27.0,1,1,11.0,2,1,2,3.0,0,4.0,2,2.0,1,3,0,1.0,1,17478.0
27.0,1,3,14.0,3,1,2,3.0,1,4.0,1,2.0,0,1,0,1.0,2,21214.0
35.0,1,1,7.0,2,2,3,4.0,0,3.0,0,3.0,0,3,1,1.0,1,21369.0
54.0,1,1,20.0,3,1,3,3.0,1,5.0,1,3.0,0,2,1,2.0,2,23128.0
35.0,1,1,27.0,1,1,3,2.0,0,3.0,0,2.0,0,1,1,1.0,1,21263.0
35.0,1,1,7.0,2,1,4,2.0,0,3.0,3,4.0,0,2,0,1.0,1,21958.0
35.0,1,1,7.0,2,2,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,21369.0
49.0,0,3,31.0,2,2,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0
49.0,1,1,9.0,1,2,4,2.0,0,4.0,2,7.0,0,2,0,3.0,1,21237.0
36.0,1,1,18.0,3,0,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,23858.0
54.0,1,1,6.0,3,1,2,3.0,4,3.0,2,7.0,0,4,1,1.0,0,32126.0
45.0,1,1,6.0,2,2,3,1.0,2,3.0,1,1.0,0,4,1,1.0,4,32126.0
29.0,1,1,31.0,1,1,3,4.0,0,4.0,0,6.0,0,3,0,2.0,1,17546.0
35.0,0,1,9.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,16281.0
36.0,1,3,8.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,0.0,3,22596.0
31.0,1,3,14.0,3,2,3,4.0,0,4.0,3,2.0,0,2,1,1.0,1,21661.0
40.0,1,1,16.0,2,1,2,2.0,0,3.0,0,4.0,1,3,0,1.0,1,17213.0
31.0,0,3,29.0,2,1,4,4.0,3,5.0,1,2.0,0,1,1,2.0,3,27090.0
37.0,1,1,17.0,2,2,3,4.0,3,5.0,1,2.0,1,5,1,2.0,3,26999.0
41.0,1,1,26.0,3,2,2,4.0,1,3.0,1,2.0,1,1,1,1.0,2,21419.0
37.0,1,3,9.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,0.0,3,22428.0
39.0,1,1,6.0,3,1,3,3.0,0,3.0,1,1.0,0,3,0,1.0,1,17232.0
31.0,1,3,22.0,3,2,3,3.0,3,3.0,1,3.0,0,5,1,0.0,3,23161.0
29.0,1,3,16.0,2,2,4,4.0,1,3.0,3,3.0,0,3,1,2.0,2,23931.0
58.0,1,3,36.0,3,2,3,5.0,4,3.0,1,5.0,0,3,1,1.0,0,32126.0
52.0,1,1,6.0,2,2,3,3.0,4,3.0,0,3.0,0,2,1,1.0,0,32099.0
34.0,0,1,7.0,2,1,3,2.0,1,4.0,1,3.0,1,3,1,1.0,2,24166.0
35.0,0,3,11.0,3,1,4,4.0,1,3.0,1,2.0,0,1,0,1.0,2,25216.0
38.0,0,2,8.0,2,2,3,3.0,0,4.0,1,6.0,0,3,1,2.0,1,17592.0
41.0,1,1,17.0,2,1,3,3.0,0,3.0,0,5.0,1,3,0,2.0,1,20891.0
21.0,1,1,7.0,2,1,3,5.0,0,4.0,3,3.0,0,4,1,1.0,1,21514.0
37.0,1,3,20.0,3,2,4,5.0,1,5.0,1,7.0,1,1,1,1.0,2,24812.0
52.0,1,1,7.0,2,2,4,4.0,0,3.0,1,3.0,0,4,1,1.0,1,21401.0
47.0,1,1,9.0,1,2,3,4.0,1,3.0,1,4.0,0,1,0,1.0,2,26057.0
35.0,1,3,7.0,3,2,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,28403.0
30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0
55.0,1,3,9.0,2,1,3,5.0,3,3.0,1,7.0,0,5,1,2.0,3,29364.0
48.0,1,1,6.0,2,1,2,4.0,4,5.0,0,1.0,0,4,0,1.0,0,30402.0
47.0,1,3,8.0,2,1,3,4.0,0,3.0,2,2.0,1,2,1,0.0,1,18294.0
38.0,0,1,16.0,3,2,3,4.0,0,3.0,1,3.0,1,1,0,2.0,1,21004.0
34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,5,0,0.0,3,26994.0
31.0,1,3,12.0,2,1,3,4.0,3,3.0,1,4.0,0,4,1,2.0,3,28097.0
25.0,0,1,18.0,2,1,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0
58.0,1,1,7.0,2,2,4,2.0,1,3.0,0,2.0,0,3,1,3.0,2,23578.0
41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,1,0,1.0,3,23189.0
31.0,0,1,6.0,2,1,3,1.0,3,4.0,3,2.0,0,3,1,2.0,3,22446.0
40.0,1,1,31.0,3,2,3,4.0,0,4.0,1,3.0,1,1,0,1.0,1,22582.0
20.0,1,1,9.0,2,2,2,4.0,0,3.0,2,2.0,0,3,0,1.0,1,18033.0
37.0,1,1,6.0,2,1,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17115.0
51.0,1,1,35.0,3,2,4,2.0,0,3.0,1,3.0,1,1,0,2.0,1,21899.0
47.0,1,1,31.0,3,2,2,3.0,3,3.0,3,3.0,0,3,1,0.0,3,23633.0
56.0,1,1,27.0,1,2,3,4.0,1,3.0,0,5.0,1,2,1,2.0,2,24093.0
48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
36.0,1,3,11.0,1,2,3,4.0,3,5.0,3,2.0,1,4,1,2.0,3,28260.0
32.0,0,1,27.0,2,2,4,4.0,3,3.0,1,5.0,0,3,1,1.0,3,28502.0
41.0,0,3,10.0,3,2,2,3.0,1,4.0,3,2.0,0,3,1,0.0,2,24355.0
37.0,1,1,12.0,2,2,4,4.0,1,4.0,3,2.0,0,2,0,3.0,2,24592.0
31.0,0,3,29.0,2,1,4,4.0,3,5.0,0,2.0,0,2,1,1.0,3,27090.0
28.0,0,1,10.0,3,2,3,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20384.0
32.0,1,1,14.0,2,2,3,4.0,1,3.0,1,5.0,0,3,1,1.0,2,24593.0
60.0,1,3,32.0,2,0,3,4.0,3,5.0,3,2.0,0,3,1,1.0,3,26315.0
21.0,1,1,6.0,2,2,3,5.0,0,3.0,3,3.0,0,3,0,1.0,1,21711.0
42.0,1,1,19.0,1,1,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,32126.0
36.0,1,1,7.0,3,2,3,5.0,0,3.0,1,7.0,0,1,1,2.0,1,20936.0
33.0,0,1,13.0,2,2,2,3.0,1,3.0,1,2.0,0,5,1,1.0,2,20968.0
33.0,1,1,10.0,2,1,3,4.0,3,3.0,2,5.0,0,2,1,2.0,3,29837.0
38.0,1,3,16.0,2,1,3,3.0,1,3.0,1,2.0,0,4,0,2.0,2,20343.0
30.0,1,3,7.0,3,1,3,5.0,0,3.0,1,7.0,1,1,1,2.0,1,21478.0
36.0,0,3,6.0,3,1,2,3.0,1,3.0,3,5.0,0,1,1,1.0,2,21653.0
22.0,1,1,11.0,2,2,2,1.0,0,4.0,1,2.0,1,4,1,0.0,1,17328.0
32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,0,3.0,2,25490.0
32.0,1,1,12.0,2,2,2,3.0,0,3.0,2,4.0,0,2,0,1.0,1,18038.0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0
50.0,0,1,6.0,2,1,3,3.0,2,4.0,0,4.0,1,2,0,2.0,4,32126.0
41.0,1,2,6.0,2,2,2,4.0,2,3.0,1,2.0,0,1,1,1.0,4,32126.0
41.0,1,3,12.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24241.0
42.0,1,1,29.0,2,1,2,3.0,4,3.0,2,3.0,0,3,0,0.0,0,30992.0
30.0,1,3,35.0,1,2,2,3.0,3,4.0,1,4.0,0,4,0,1.0,3,24250.0
24.0,0,3,8.0,2,1,3,4.0,0,4.0,2,3.0,1,5,1,2.0,1,19901.0
31.0,1,1,14.0,3,2,3,5.0,0,4.0,1,3.0,0,5,0,1.0,1,20819.0
31.0,0,3,10.0,3,1,4,4.0,0,3.0,3,3.0,1,5,1,2.0,1,23305.0
37.0,0,3,18.0,1,1,4,4.0,3,3.0,0,2.0,0,5,0,1.0,3,28416.0
56.0,1,1,6.0,2,1,2,3.0,0,5.0,0,3.0,0,5,1,1.0,1,17066.0
33.0,1,1,20.0,3,2,2,3.0,0,3.0,1,6.0,1,1,1,1.0,1,17436.0
49.0,1,1,24.0,2,2,2,4.0,2,3.0,1,2.0,1,3,1,0.0,4,32126.0
25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,0,2.0,1,21372.0
34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,3,1,0.0,3,26994.0
38.0,1,1,16.0,3,1,3,3.0,1,3.0,0,4.0,0,3,1,2.0,2,24824.0
50.0,1,1,34.0,3,2,3,1.0,0,3.0,1,2.0,1,1,0,1.0,1,18221.0
36.0,1,3,23.0,3,2,4,4.0,3,4.0,0,2.0,0,2,1,3.0,3,26698.0
34.0,0,1,8.0,2,2,2,4.0,1,3.0,0,2.0,0,4,0,0.0,2,24547.0
44.0,1,3,6.0,3,1,3,3.0,1,5.0,1,6.0,1,1,1,1.0,2,20454.0
29.0,1,1,15.0,2,2,3,1.0,0,3.0,1,7.0,0,5,1,0.0,1,17451.0
29.0,1,3,9.0,3,1,3,4.0,1,4.0,1,3.0,1,3,1,2.0,2,23457.0
30.0,1,3,34.0,3,1,3,4.0,3,3.0,1,3.0,0,3,0,1.0,3,26317.0
27.0,0,1,9.0,2,2,3,4.0,0,5.0,0,7.0,1,5,1,1.0,1,20720.0
25.0,1,3,25.0,3,2,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0
37.0,1,1,22.0,2,2,3,4.0,1,3.0,1,2.0,0,4,0,2.0,2,23512.0
26.0,1,2,26.0,3,1,3,3.0,0,4.0,1,1.0,1,3,0,1.0,1,17148.0
31.0,0,1,16.0,3,1,2,3.0,3,3.0,1,5.0,0,1,1,1.0,3,26031.0
37.0,1,3,22.0,3,2,3,4.0,1,3.0,1,5.0,0,5,1,0.0,2,21334.0
37.0,1,1,25.0,2,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,20768.0
37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,2,1,0.0,3,23834.0
34.0,1,1,21.0,3,1,4,4.0,0,4.0,0,3.0,0,5,0,1.0,1,21434.0
22.0,1,1,12.0,3,2,3,3.0,0,3.0,1,1.0,0,1,1,1.0,1,17773.0
35.0,1,3,22.0,3,0,4,4.0,1,5.0,3,3.0,0,1,1,3.0,2,24803.0
34.0,0,1,13.0,2,2,3,5.0,1,3.0,2,2.0,1,5,1,0.0,2,21074.0
27.0,0,3,6.0,3,2,3,3.0,1,4.0,1,1.0,1,1,0,1.0,2,21349.0
53.0,0,3,36.5,2,2,3,4.0,0,3.0,1,4.0,0,1,1,2.0,1,22160.0
38.0,1,1,17.0,3,1,4,4.0,0,4.0,1,3.0,0,1,1,1.0,1,22614.0
25.0,0,1,9.0,1,1,3,4.0,0,3.0,3,3.0,1,3,1,2.0,1,22438.0
34.0,1,2,10.0,2,2,3,4.0,0,4.0,1,5.0,1,5,0,2.0,1,20955.0
30.0,1,1,23.0,3,1,3,3.0,3,5.0,0,2.0,1,4,0,2.0,3,26916.0
35.0,1,3,16.0,2,1,4,4.0,1,3.0,0,3.0,0,2,1,3.0,2,24392.0
45.0,1,1,22.0,3,1,4,4.0,3,3.0,0,3.0,0,3,0,2.0,3,26656.0
33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0
32.0,1,1,8.0,1,2,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0
58.0,0,1,8.0,2,2,2,4.0,0,3.0,1,1.0,1,1,1,0.0,1,17380.0
19.0,1,1,15.0,2,2,2,3.0,0,5.0,2,2.0,0,3,0,0.0,1,17552.0
53.0,1,1,14.0,2,2,3,4.0,3,4.0,2,2.0,0,3,1,2.0,3,29123.0
30.0,0,1,10.0,1,2,2,3.0,0,3.0,2,7.0,1,4,1,1.0,1,17285.0
42.0,1,1,12.0,3,2,3,2.0,0,3.0,0,4.0,1,1,1,2.0,1,20805.0
33.0,1,1,21.0,3,2,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0
35.0,1,3,21.0,1,1,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,21257.0
52.0,1,3,21.0,2,1,3,4.0,1,3.0,0,6.0,0,3,0,2.0,2,23614.0
33.0,1,1,11.0,2,2,2,4.0,3,3.0,1,5.0,0,3,0,0.0,3,22119.0
30.0,0,3,9.0,2,2,3,4.0,1,3.0,3,3.0,0,1,0,2.0,2,23232.0
51.0,1,1,14.0,2,2,2,4.0,3,4.0,0,6.0,0,3,1,1.0,3,27490.0
19.0,0,3,10.0,3,1,4,4.0,0,3.0,2,3.0,1,5,0,2.0,1,20247.0
29.0,1,1,23.0,3,2,4,3.0,1,5.0,3,2.0,0,5,0,3.0,2,24339.0
30.0,1,1,34.0,3,1,3,3.0,1,3.0,1,2.0,0,3,1,2.0,2,20775.0
44.0,1,1,19.0,2,2,3,5.0,4,4.0,1,3.0,0,3,0,2.0,0,32126.0
35.0,0,1,9.0,2,2,3,5.0,1,3.0,0,3.0,0,4,0,1.0,2,28225.0
55.0,1,3,15.0,3,1,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,32126.0
49.0,1,1,13.0,2,2,4,5.0,1,3.0,3,4.0,0,2,0,1.0,2,22918.0
38.0,1,1,26.0,2,2,4,4.0,0,4.0,1,6.0,0,4,0,2.0,1,21700.0
26.0,1,1,30.0,1,2,3,5.0,0,3.0,2,2.0,1,3,0,1.0,1,17340.0
58.0,1,1,29.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17372.0
33.0,0,3,33.0,3,2,4,4.0,1,3.0,1,2.0,0,4,1,2.0,2,23143.0
29.0,1,1,21.0,2,1,3,5.0,0,3.0,1,1.0,1,5,1,1.0,1,17168.0
28.0,0,1,9.0,3,2,3,4.0,0,3.0,2,4.0,0,3,0,2.0,1,21258.0
26.0,1,3,16.0,2,2,4,5.0,0,5.0,0,5.0,0,1,1,1.0,1,23078.0
28.0,1,1,27.0,3,2,2,3.0,0,3.0,0,2.0,0,2,0,0.0,1,17713.0
27.0,0,1,12.0,3,1,3,5.0,0,3.0,0,3.0,1,2,0,2.0,1,21044.0
29.0,0,1,31.0,1,2,4,5.0,3,5.0,3,3.0,0,1,1,2.0,3,27400.0
41.0,1,1,15.0,2,2,3,3.0,0,5.0,1,3.0,0,1,0,0.0,1,17238.0
27.0,1,1,14.0,3,1,3,5.0,3,5.0,1,2.0,1,4,1,2.0,3,21553.0
42.0,0,1,12.0,2,2,4,5.0,0,5.0,1,7.0,0,3,0,2.0,1,20785.0
40.0,1,1,30.0,3,2,4,4.0,0,5.0,3,2.0,0,3,0,3.0,1,22582.0
46.0,1,3,8.0,3,1,3,3.0,4,5.0,1,1.0,0,1,1,1.0,0,32048.0
51.0,1,1,17.0,1,0,2,4.0,4,4.0,3,4.0,0,1,0,1.0,0,28142.0
34.0,1,1,8.0,2,2,3,4.0,0,3.0,1,4.0,0,5,1,0.0,1,17768.0
30.0,1,3,27.0,3,2,3,4.0,1,3.0,1,4.0,0,2,1,2.0,2,25609.0
36.0,0,1,24.0,3,1,3,3.0,0,3.0,2,2.0,0,3,0,1.0,1,17153.0
51.0,0,1,6.0,3,1,1,4.0,3,5.0,3,4.0,0,1,1,0.0,3,22484.0
25.0,1,1,15.0,2,2,2,3.0,0,5.0,2,4.0,0,1,1,0.0,1,17096.0
35.0,1,1,12.0,3,1,3,5.0,3,5.0,2,4.0,0,2,0,1.0,3,30309.0
31.0,1,1,15.0,2,2,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0
19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,2.0,1,16483.0
34.0,1,3,34.0,3,1,3,4.0,1,3.0,1,2.0,0,5,1,0.0,2,21712.0
32.0,1,3,15.0,2,2,3,4.0,3,3.0,1,3.0,0,3,1,1.0,3,29471.0
45.0,1,3,7.0,3,1,4,4.0,1,5.0,1,7.0,1,1,1,2.0,2,24132.0
41.0,0,1,23.0,2,2,4,4.0,0,3.0,1,2.0,0,3,1,3.0,1,22222.0
36.0,1,1,9.0,2,2,3,5.0,3,4.0,1,4.0,0,4,1,1.0,3,28952.0
24.0,0,1,13.0,2,1,2,3.0,0,3.0,1,2.0,1,4,0,0.0,1,17886.0
49.0,0,3,8.0,3,2,3,4.0,1,4.0,1,3.0,0,3,1,2.0,2,20390.0
26.0,1,3,12.0,3,2,3,5.0,1,3.0,3,3.0,1,3,1,1.0,2,24422.0
37.0,1,3,9.0,3,2,4,5.0,3,3.0,0,3.0,0,2,1,1.0,3,26274.0
27.0,0,1,15.0,3,2,2,3.0,0,4.0,1,7.0,0,3,1,1.0,1,17024.0
32.0,1,1,14.0,3,0,3,4.0,3,3.0,3,3.0,1,4,1,2.0,3,25821.0
44.0,1,1,15.0,2,1,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23443.0
39.0,0,3,9.0,2,2,3,5.0,1,3.0,1,5.0,0,5,1,2.0,2,23927.0
42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,0.0,1,17593.0
49.0,1,1,10.0,3,2,2,4.0,2,3.0,0,3.0,0,3,0,0.0,4,32126.0
33.0,1,1,8.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,1.0,1,17500.0
37.0,1,1,13.0,2,2,3,6.0,0,3.0,1,3.0,0,2,0,1.0,1,21419.0
36.0,1,1,9.0,2,1,4,4.0,0,5.0,1,3.0,1,1,1,2.0,1,20752.0
38.0,0,1,18.0,2,2,2,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0
40.0,1,3,10.0,3,1,3,4.0,1,3.0,1,6.0,1,4,1,2.0,2,23916.0
38.0,1,3,20.0,2,2,3,3.0,1,4.0,1,1.0,0,5,1,2.0,2,24924.0
53.0,1,1,13.0,3,1,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,32126.0
37.0,1,1,11.0,3,2,3,3.0,1,3.0,1,1.0,0,3,0,0.0,2,21347.0
27.0,0,1,9.0,3,2,2,3.0,0,3.0,0,2.0,0,2,1,0.0,1,16706.0
36.0,1,1,6.0,2,1,2,3.0,1,4.0,1,1.0,0,5,1,1.0,2,20228.0
28.0,1,3,17.0,3,1,4,5.0,1,3.0,0,3.0,1,3,1,3.0,2,24447.0
47.0,1,3,22.0,3,2,3,6.0,1,3.0,1,7.0,1,1,0,2.0,2,22101.0
33.0,0,1,14.0,2,2,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0
26.0,0,1,9.0,1,2,3,3.0,0,5.0,2,1.0,0,3,0,1.0,1,18102.0
28.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,1,2.0,1,21057.0
30.0,1,3,17.0,3,1,3,5.0,1,4.0,1,3.0,1,5,1,1.0,2,26946.0
46.0,0,3,13.0,3,0,3,5.0,3,3.0,3,7.0,0,4,1,1.0,3,27543.0
45.0,1,1,17.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21614.0
29.0,1,3,33.0,2,2,3,5.0,1,5.0,0,3.0,0,4,1,1.0,2,23402.0
31.0,1,3,12.0,3,1,2,5.0,1,3.0,1,3.0,0,2,0,1.0,2,24796.0
34.0,1,1,9.0,2,1,3,4.0,0,5.0,0,2.0,0,3,1,1.0,1,21385.0
40.0,0,1,16.0,2,2,4,4.0,1,4.0,3,2.0,0,1,1,1.0,2,25460.0
45.0,1,1,34.0,1,2,3,3.0,0,3.0,1,5.0,0,3,1,2.0,1,17132.0
54.0,1,1,8.0,1,1,2,3.0,3,3.0,1,1.0,0,4,0,0.0,3,28549.0
27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,2,1,1.0,2,24981.0
33.0,1,3,9.0,3,2,3,4.0,1,4.0,0,2.0,1,1,0,2.0,2,22756.0
20.0,1,1,16.0,3,2,2,3.0,0,3.0,2,2.0,1,5,0,0.0,1,16009.0
31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0
27.0,0,1,14.0,3,2,4,4.0,0,3.0,2,3.0,0,4,1,3.0,1,21248.0
31.0,0,1,12.0,2,2,4,5.0,0,3.0,1,2.0,0,5,0,1.0,1,22439.0
49.0,1,1,13.0,2,2,2,3.0,3,4.0,1,4.0,0,4,0,1.0,3,25466.0
26.0,1,3,11.0,3,2,3,5.0,1,5.0,0,3.0,0,3,1,2.0,2,22934.0
32.0,1,3,20.0,3,2,3,4.0,1,5.0,1,4.0,0,1,0,2.0,2,22911.0
35.0,0,3,6.0,3,0,3,3.0,3,3.0,3,2.0,0,5,1,0.0,3,23789.0
52.0,1,1,12.0,1,2,3,3.0,1,5.0,1,4.0,1,4,1,2.0,2,20577.0
26.0,1,3,11.0,2,1,4,5.0,1,3.0,3,3.0,1,1,0,3.0,2,23165.0
40.0,1,3,28.0,2,2,3,5.0,1,3.0,0,5.0,1,1,0,2.0,2,24798.0
29.0,1,3,16.0,3,2,2,3.0,0,4.0,1,2.0,0,1,1,0.0,1,17297.0
31.0,0,3,6.0,2,1,2,3.0,0,4.0,2,2.0,1,5,1,1.0,1,17302.0
34.0,0,3,10.0,3,1,3,3.0,1,3.0,0,1.0,0,2,1,0.0,2,21538.0
42.0,0,1,16.0,1,2,2,3.0,0,3.0,1,4.0,0,4,1,0.0,1,17936.0
34.0,1,1,15.0,2,2,3,2.0,0,5.0,1,7.0,0,3,1,2.0,1,21821.0
31.0,0,1,30.0,2,2,4,6.0,0,3.0,1,3.0,0,3,0,1.0,1,21291.0
33.0,1,1,12.0,2,2,3,5.0,1,3.0,3,2.0,0,1,0,2.0,2,28357.0
42.0,1,3,15.0,3,1,3,4.0,1,4.0,1,7.0,0,3,1,2.0,2,23071.0
58.0,1,1,15.0,3,1,3,4.0,0,4.0,1,5.0,1,1,1,1.0,1,18346.0
42.0,1,1,8.0,2,2,3,4.0,1,3.0,3,4.0,0,2,0,1.0,2,21781.0
41.0,1,3,33.0,3,2,4,4.0,1,5.0,0,3.0,0,2,1,2.0,2,27074.0
49.0,1,1,10.0,3,2,2,4.0,2,3.0,1,3.0,0,3,0,1.0,4,32126.0
36.0,1,1,34.0,2,2,3,4.0,1,3.0,1,4.0,0,5,0,2.0,2,25561.0
58.0,1,3,27.0,2,1,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32126.0
30.0,1,1,11.0,1,1,2,3.0,0,5.0,1,6.0,0,5,1,1.0,1,18204.0
23.0,1,1,15.0,3,2,2,3.0,0,5.0,1,2.0,0,3,1,0.0,1,17500.0
