Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0
36.0,1,1,18.0,3,0,2,4.0,3,3.0,3,1.0,0,2,1,0.0,3,23858.0
45.0,1,1,9.0,2,1,4,2.0,3,3.0,1,3.0,1,4,1,1.0,3,26557.0
23.0,1,1,22.0,3,1,3,4.0,0,3.0,3,3.0,0,1,1,2.0,1,21549.0
27.0,1,1,23.0,3,2,3,4.0,0,4.0,1,4.0,1,1,1,1.0,1,21051.0
35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0
52.0,1,3,9.0,3,2,2,4.0,4,5.0,1,2.0,0,5,1,0.0,0,31856.0
38.0,0,1,16.0,3,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17684.0
26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0
32.0,1,3,14.0,2,2,3,5.0,3,3.0,1,2.0,0,3,1,1.0,3,30235.0
21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,17610.0
41.0,0,1,33.0,3,1,3,4.0,1,4.0,1,3.0,0,2,1,1.0,2,24283.0
34.0,1,1,14.0,2,1,2,3.0,1,5.0,1,4.0,0,5,1,1.0,2,20121.0
24.0,0,3,30.0,3,2,2,3.0,0,3.0,0,1.0,0,4,0,1.0,1,17400.0
25.0,1,1,6.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17096.0
35.0,1,1,13.0,2,2,3,4.0,0,3.0,1,2.0,0,3,1,0.0,1,17690.0
45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0
48.0,0,1,10.0,3,2,2,4.0,4,3.0,1,3.0,0,5,1,1.0,0,30202.0
37.0,0,1,25.0,2,2,3,2.0,0,3.0,1,6.0,0,5,1,2.0,1,22366.0
36.0,0,3,18.0,3,2,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,23646.0
35.0,1,3,10.0,2,0,3,6.0,1,3.0,3,7.0,0,1,1,1.0,2,24707.0
31.0,1,1,6.0,2,2,3,4.0,0,5.0,1,2.0,0,4,1,1.0,1,17218.0
53.0,1,3,8.0,3,2,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0
31.0,1,1,29.0,3,2,3,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20582.0
42.0,0,1,29.0,2,1,4,4.0,1,3.0,1,5.0,1,5,0,1.0,2,24145.0
50.0,1,1,15.0,2,1,3,4.0,3,4.0,1,6.0,0,4,0,2.0,3,26081.0
44.0,0,1,17.0,2,1,3,4.0,0,3.0,2,2.0,0,5,0,2.0,1,21133.0
33.0,1,3,26.0,2,2,4,6.0,3,3.0,1,5.0,0,3,1,3.0,3,28288.0
24.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,2.0,1,21582.0
41.0,1,1,15.0,2,2,3,3.0,0,5.0,1,2.0,0,5,1,1.0,1,17289.0
33.0,1,3,7.0,3,1,3,4.0,3,3.0,1,3.0,0,5,1,1.0,3,29100.0
46.0,0,1,14.0,2,2,4,3.0,1,3.0,0,6.0,0,2,0,3.0,2,25112.0
25.0,1,1,30.0,3,2,3,2.0,0,3.0,1,3.0,1,4,0,1.0,1,21403.0
36.0,1,1,30.0,3,1,2,4.0,0,5.0,1,5.0,1,4,0,1.0,1,22692.0
47.0,1,3,17.0,3,1,4,5.0,3,3.0,1,4.0,1,1,0,1.0,3,27749.0
54.0,1,1,23.0,1,1,2,3.0,3,3.0,1,1.0,0,5,0,0.0,3,25739.0
20.0,1,1,17.0,3,1,3,4.0,0,5.0,2,2.0,1,3,0,1.0,1,17600.0
54.0,0,1,7.0,2,1,2,3.0,3,3.0,1,1.0,0,5,0,1.0,3,25502.0
41.0,1,1,12.0,3,2,3,4.0,1,4.0,2,7.0,1,3,1,0.0,2,21032.0
41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0
26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0
27.0,0,1,9.0,3,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,16706.0
31.0,1,1,13.0,1,1,3,5.0,1,3.0,0,2.0,0,4,1,2.0,2,23305.0
43.0,1,3,21.0,3,0,4,5.0,1,3.0,3,2.0,0,3,0,1.0,2,24922.0
36.0,0,3,14.0,1,2,2,3.0,1,3.0,1,5.0,0,3,1,0.0,2,20079.0
24.0,1,1,23.0,2,1,3,3.0,0,4.0,1,2.0,0,1,1,2.0,1,17210.0
32.0,1,1,14.0,3,0,3,4.0,3,3.0,3,3.0,1,4,1,2.0,3,25821.0
32.0,1,1,9.0,2,2,4,4.0,0,3.0,1,3.0,0,5,0,3.0,1,22155.0
30.0,1,1,22.0,2,1,3,5.0,1,3.0,3,2.0,1,3,0,1.0,2,22871.0
43.0,1,3,22.0,3,1,3,3.0,4,3.0,1,6.0,1,3,0,0.0,0,31064.0
34.0,1,1,16.0,3,2,2,3.0,1,5.0,2,2.0,0,4,0,0.0,2,21125.0
30.0,1,1,17.0,2,1,4,5.0,0,5.0,2,7.0,1,5,1,2.0,1,21082.0
24.0,1,1,15.0,3,2,4,5.0,0,3.0,3,3.0,1,4,1,3.0,1,22667.0
39.0,1,1,16.0,3,2,3,3.0,1,5.0,1,3.0,0,5,1,2.0,2,20377.0
30.0,0,1,17.0,2,1,4,4.0,0,4.0,1,2.0,0,5,1,1.0,1,21969.0
27.0,1,1,11.0,1,2,2,4.0,3,3.0,1,2.0,1,3,0,0.0,3,27808.0
24.0,1,1,17.0,3,2,4,3.0,0,3.0,3,3.0,0,2,1,2.0,1,22183.0
32.0,1,1,7.0,2,2,4,5.0,0,5.0,0,3.0,0,4,0,1.0,1,20896.0
27.0,1,1,17.0,2,2,3,3.0,0,5.0,0,1.0,0,5,1,2.0,1,17099.0
31.0,1,3,12.0,2,2,3,5.0,1,3.0,0,5.0,1,3,1,1.0,2,21172.0
41.0,0,1,9.0,3,1,3,2.0,1,4.0,0,3.0,0,3,0,2.0,2,22922.0
28.0,1,1,7.0,2,1,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,26090.0
30.0,1,1,7.0,3,2,3,4.0,0,3.0,1,2.0,1,3,1,1.0,1,23465.0
44.0,0,1,34.0,2,1,3,4.0,3,5.0,0,2.0,0,4,0,1.0,3,29498.0
26.0,1,1,27.0,3,2,2,3.0,0,3.0,1,2.0,0,5,1,1.0,1,17377.0
46.0,0,3,16.0,2,1,4,5.0,1,3.0,1,3.0,0,3,1,3.0,2,24271.0
36.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,1,3,1,1.0,2,21201.0
21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,0,1.0,1,16416.0
36.0,1,3,22.0,3,1,3,4.0,1,5.0,0,5.0,0,5,1,0.0,2,20647.0
18.0,0,1,20.0,3,1,2,3.0,0,3.0,2,2.0,0,5,1,0.0,1,16514.0
37.0,1,1,13.0,3,2,1,3.0,3,3.0,2,5.0,0,1,0,0.0,3,28664.0
18.0,0,1,14.0,3,2,3,3.0,0,3.0,2,2.0,0,5,0,0.0,1,16904.0
44.0,1,2,6.0,3,2,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0
31.0,0,3,32.0,3,2,3,3.0,1,3.0,1,2.0,1,3,0,1.0,2,20617.0
42.0,1,3,27.0,3,1,4,4.0,0,4.0,3,3.0,1,4,0,3.0,1,21818.0
38.0,0,3,11.0,3,2,3,4.0,0,3.0,1,6.0,0,4,1,1.0,1,20855.0
27.0,1,1,12.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0
42.0,1,1,13.0,3,1,3,1.0,1,4.0,0,7.0,1,1,0,0.0,2,17372.0
35.0,0,3,5.0,2,2,3,3.0,3,5.0,1,2.0,0,4,0,0.0,3,24069.0
52.0,1,1,9.0,3,2,3,6.0,1,4.0,1,7.0,0,2,0,1.0,2,24160.0
27.0,1,3,8.0,3,1,2,1.0,1,3.0,3,1.0,0,1,0,1.0,2,21500.0
27.0,1,3,7.0,2,2,3,4.0,1,3.0,1,3.0,0,5,0,2.0,2,23974.0
35.0,1,1,7.0,2,2,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,24162.0
31.0,0,3,33.0,3,0,3,5.0,1,5.0,3,7.0,0,2,0,2.0,2,25374.0
42.0,0,1,27.0,3,1,2,3.0,1,3.0,1,3.0,0,2,0,0.0,2,20265.0
35.0,0,1,9.0,2,2,4,4.0,1,3.0,3,4.0,0,4,1,3.0,2,22711.0
45.0,0,3,8.0,1,2,4,4.0,0,3.0,1,5.0,0,3,1,2.0,1,26656.0
57.0,1,1,30.0,2,2,4,4.0,4,4.0,0,6.0,1,4,1,3.0,0,32080.0
49.0,0,1,11.0,3,2,3,5.0,4,3.0,1,4.0,0,5,1,2.0,0,32126.0
28.0,1,1,18.0,2,1,3,3.0,0,3.0,1,2.0,1,4,1,1.0,1,17515.0
44.0,0,3,22.0,2,2,3,5.0,1,3.0,0,5.0,0,5,0,2.0,2,25482.0
27.0,1,1,30.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,21564.0
43.0,0,1,33.0,2,1,2,3.0,3,5.0,0,1.0,0,4,0,0.0,3,25820.0
50.0,1,1,13.0,3,1,2,4.0,2,3.0,1,6.0,1,4,1,1.0,4,32126.0
30.0,0,3,27.0,1,1,3,4.0,0,3.0,1,3.0,0,3,0,2.0,1,20835.0
28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0
47.0,1,3,17.0,2,1,4,4.0,3,4.0,1,7.0,0,1,0,3.0,3,25992.0
44.0,1,1,13.0,3,1,2,3.0,2,3.0,1,1.0,1,4,1,1.0,4,32126.0
35.0,1,1,26.0,3,2,4,4.0,0,3.0,1,2.0,0,3,0,1.0,1,21339.0
30.0,1,3,17.0,3,1,3,5.0,1,4.0,1,3.0,1,5,0,2.0,2,26946.0
42.0,1,1,8.0,2,2,3,4.0,1,3.0,3,4.0,0,1,1,0.0,2,21781.0
37.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,5,1,1.0,1,17996.0
35.0,1,3,7.0,3,2,4,2.0,1,3.0,1,2.0,0,5,1,3.0,2,28403.0
37.0,1,1,11.0,2,2,3,5.0,1,3.0,3,3.0,0,5,1,2.0,2,24488.0
28.0,1,1,23.0,1,2,2,4.0,0,3.0,1,6.0,0,3,0,1.0,1,17367.0
28.0,1,1,33.0,3,1,2,5.0,1,5.0,1,1.0,0,4,1,0.0,2,20208.0
26.0,1,3,12.0,3,2,3,5.0,1,3.0,3,3.0,1,3,0,2.0,2,24422.0
53.0,1,3,12.0,2,2,4,4.0,3,4.0,3,2.0,1,4,1,2.0,3,27124.0
45.0,1,3,19.0,3,2,2,1.0,4,3.0,2,7.0,1,3,1,0.0,0,32126.0
37.0,0,3,15.0,2,2,4,5.0,3,5.0,3,3.0,0,1,0,1.0,3,26265.0
34.0,1,1,20.0,2,1,3,4.0,0,3.0,3,5.0,0,3,1,1.0,1,22130.0
49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,25965.0
40.0,1,1,10.0,3,1,2,3.0,2,3.0,1,2.0,0,5,1,1.0,4,32126.0
30.0,1,3,10.0,3,1,4,4.0,1,3.0,0,3.0,0,2,0,1.0,2,24239.0
35.0,1,3,28.0,2,2,4,2.0,1,3.0,3,3.0,0,3,0,1.0,2,24015.0
44.0,0,2,6.0,2,2,2,3.0,1,3.0,1,5.0,1,5,1,1.0,2,20743.0
44.0,1,1,10.0,3,2,2,3.0,1,4.0,2,1.0,0,2,1,0.0,2,20933.0
32.0,0,3,8.0,2,1,3,3.0,0,5.0,1,2.0,0,3,1,0.0,1,17827.0
37.0,1,3,24.0,3,2,3,5.0,1,4.0,1,4.0,0,4,1,1.0,2,24185.0
37.0,1,1,12.0,3,2,2,1.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0
51.0,1,1,16.0,2,2,4,4.0,0,3.0,0,6.0,0,5,1,1.0,1,21058.0
33.0,0,3,28.0,3,2,3,3.0,1,4.0,1,1.0,0,1,0,0.0,2,21146.0
30.0,1,1,9.0,2,2,4,4.0,0,4.0,0,2.0,0,4,0,1.0,1,21381.0
36.0,0,3,14.0,2,2,3,4.0,3,5.0,3,2.0,0,2,0,2.0,3,22587.0
44.0,1,1,16.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,2.0,1,17936.0
56.0,1,3,9.0,3,2,3,4.0,1,3.0,3,6.0,0,2,0,2.0,2,23838.0
31.0,1,3,36.0,1,2,3,4.0,3,4.0,1,5.0,0,4,0,2.0,3,27928.0
45.0,1,2,7.0,3,2,4,5.0,3,5.0,0,2.0,0,4,1,1.0,3,29160.0
19.0,0,1,15.0,3,2,4,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20582.0
52.0,1,1,10.0,3,1,4,4.0,4,4.0,2,5.0,0,5,0,2.0,0,32126.0
35.0,1,1,7.0,2,1,4,2.0,0,3.0,3,4.0,0,1,1,2.0,1,21958.0
31.0,0,1,16.0,3,2,4,4.0,1,5.0,1,3.0,0,1,1,2.0,2,21750.0
33.0,1,3,11.0,3,1,2,3.0,0,3.0,2,2.0,1,2,1,0.0,1,17851.0
39.0,0,1,19.0,2,2,3,5.0,1,5.0,1,4.0,0,5,1,1.0,2,24966.0
34.0,1,3,9.0,3,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,24183.0
27.0,1,1,11.0,2,2,3,4.0,0,3.0,3,3.0,1,1,0,1.0,1,21553.0
41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,2,1,0.0,2,20993.0
37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,2,1,1.0,2,23163.0
41.0,0,1,15.0,3,2,3,3.0,2,3.0,1,3.0,0,4,0,2.0,4,32126.0
42.0,1,1,6.0,2,1,3,3.0,0,5.0,1,4.0,0,3,0,2.0,1,17576.0
44.0,1,3,32.0,3,2,4,5.0,3,3.0,1,7.0,0,4,1,2.0,3,29476.0
25.0,1,1,7.0,3,2,4,4.0,0,3.0,0,4.0,1,3,1,3.0,1,20971.0
46.0,1,1,7.0,3,1,4,4.0,0,3.0,1,5.0,0,5,0,2.0,1,20948.0
31.0,1,1,10.0,1,1,3,4.0,0,5.0,3,7.0,1,4,0,1.0,1,21335.0
39.0,0,1,16.0,2,2,4,4.0,1,5.0,1,6.0,0,3,0,3.0,2,25571.0
26.0,0,1,12.0,2,2,3,3.0,1,5.0,1,3.0,0,5,1,2.0,2,22678.0
57.0,0,1,16.0,3,1,4,4.0,0,3.0,1,4.0,0,1,1,1.0,1,21620.0
30.0,1,3,9.0,3,2,4,5.0,1,4.0,0,4.0,0,4,0,2.0,2,25322.0
38.0,0,1,16.0,3,2,3,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21004.0
54.0,0,1,6.0,2,1,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,25502.0
37.0,0,1,8.0,2,2,3,4.0,1,3.0,1,6.0,0,2,0,1.0,2,20163.0
34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,0,0.0,1,17311.0
31.0,1,3,15.0,2,2,4,4.0,3,3.0,1,7.0,0,3,1,1.0,3,25942.0
51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0
37.0,1,1,16.0,3,2,4,5.0,0,3.0,1,2.0,1,1,1,3.0,1,22066.0
33.0,0,3,14.0,2,1,2,4.0,0,3.0,2,1.0,0,1,0,1.0,1,17342.0
26.0,1,3,14.0,1,2,2,4.0,1,5.0,2,7.0,0,3,1,1.0,2,20326.0
50.0,0,3,6.0,2,1,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0
33.0,0,3,23.0,2,2,2,3.0,4,3.0,2,2.0,0,3,1,1.0,0,32126.0
33.0,1,1,9.0,1,2,3,5.0,1,5.0,2,6.0,0,4,0,2.0,2,20854.0
37.0,0,3,17.0,3,2,3,4.0,3,3.0,2,3.0,0,1,1,2.0,3,28658.0
48.0,1,3,8.0,3,2,2,2.0,1,4.0,0,4.0,0,3,1,0.0,2,23120.0
34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,1,2.0,3,25797.0
54.0,1,1,23.0,1,1,2,3.0,3,3.0,0,1.0,0,5,1,0.0,3,25739.0
51.0,1,1,9.0,3,1,3,3.0,4,4.0,2,4.0,0,5,0,1.0,0,28734.0
52.0,1,1,17.0,2,1,2,3.0,1,3.0,1,1.0,0,1,1,0.0,2,18149.0
27.0,1,1,20.0,2,2,2,3.0,0,5.0,0,2.0,1,4,1,0.0,1,17235.0
31.0,1,1,23.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,21540.0
27.0,1,1,7.0,3,2,3,5.0,0,5.0,0,3.0,0,3,0,2.0,1,22633.0
31.0,1,3,19.0,3,2,3,4.0,1,5.0,1,6.0,1,1,1,0.0,2,17302.0
51.0,1,1,13.0,3,2,2,4.0,1,3.0,0,3.0,0,3,1,1.0,2,21132.0
18.0,1,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,5,0,1.0,1,16611.0
22.0,1,1,25.0,3,2,3,3.0,0,3.0,1,2.0,0,1,1,0.0,1,17323.0
46.0,1,1,28.0,3,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,32126.0
29.0,0,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0
50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,32126.0
27.0,1,1,9.0,3,2,3,2.0,1,3.0,1,3.0,0,3,1,2.0,2,24150.0
33.0,0,1,9.0,2,1,2,3.0,0,3.0,0,2.0,1,5,1,1.0,1,17909.0
42.0,1,3,7.0,3,2,3,2.0,3,5.0,1,3.0,0,3,1,2.0,3,27070.0
37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,1,1,1.0,2,23163.0
37.0,1,1,23.0,2,1,3,2.0,0,5.0,3,3.0,0,2,1,1.0,1,21421.0
43.0,0,3,32.0,2,2,3,3.0,4,3.0,0,2.0,1,2,0,0.0,0,31959.0
34.0,1,3,23.0,2,0,4,4.0,3,5.0,3,4.0,1,5,0,1.0,3,27242.0
32.0,1,1,30.0,3,2,4,5.0,1,3.0,1,2.0,0,3,0,2.0,2,24260.0
39.0,1,3,27.0,2,2,2,4.0,1,3.0,0,4.0,1,1,0,1.0,2,21120.0
45.0,0,1,24.0,2,2,4,6.0,0,3.0,2,4.0,0,4,1,1.0,1,20968.0
28.0,1,1,6.0,2,1,3,5.0,0,4.0,2,1.0,1,1,1,2.0,1,17216.0
38.0,1,1,21.0,2,2,3,4.0,3,3.0,1,1.0,1,5,1,1.0,3,26510.0
32.0,0,3,9.0,2,1,3,5.0,0,3.0,3,2.0,0,5,0,2.0,1,21463.0
46.0,1,3,8.0,2,2,3,3.0,3,3.0,1,5.0,1,3,0,2.0,3,25368.0
33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0
36.0,0,1,9.0,3,1,3,4.0,1,4.0,3,7.0,0,1,0,1.0,2,23103.0
25.0,1,3,17.0,3,1,4,4.0,1,3.0,1,3.0,1,1,0,1.0,2,22938.0
41.0,1,1,9.0,3,1,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,20679.0
41.0,0,3,35.0,2,2,3,6.0,3,5.0,1,5.0,0,5,0,2.0,3,29610.0
33.0,0,1,36.0,3,1,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0
41.0,1,1,17.0,2,1,3,2.0,0,3.0,1,5.0,1,3,0,2.0,1,20891.0
33.0,1,3,7.0,2,2,3,6.0,1,4.0,3,7.0,0,3,0,2.0,2,25413.0
29.0,1,1,29.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,0.0,1,17201.0
50.0,1,1,8.0,3,2,3,3.0,4,3.0,0,6.0,0,2,0,1.0,0,32126.0
37.0,1,1,16.0,2,1,2,1.0,3,3.0,1,2.0,1,1,0,1.0,3,28744.0
45.0,0,1,13.0,2,2,3,3.0,3,5.0,1,2.0,0,2,1,2.0,3,20210.0
26.0,1,1,23.0,3,2,3,5.0,0,3.0,1,2.0,0,3,0,2.0,1,17305.0
33.0,0,3,6.0,2,1,2,1.0,1,5.0,1,3.0,0,3,0,1.0,2,20376.0
30.0,0,3,32.0,3,1,2,4.0,1,5.0,3,6.0,0,1,1,1.0,2,21696.0
26.0,1,1,11.0,1,2,3,4.0,0,3.0,0,3.0,1,3,1,1.0,1,22369.0
37.0,1,3,9.0,3,2,4,5.0,3,3.0,1,3.0,0,1,1,2.0,3,26274.0
36.0,1,1,11.0,2,1,2,3.0,3,5.0,1,5.0,0,4,1,1.0,3,23008.0
44.0,0,1,35.0,3,1,4,3.0,0,3.0,3,6.0,0,3,0,3.0,1,23417.0
26.0,1,3,34.0,3,2,3,3.0,1,4.0,0,2.0,0,3,1,0.0,2,21272.0
31.0,1,1,31.0,2,2,4,4.0,0,3.0,1,3.0,0,2,0,2.0,1,21371.0
39.0,1,1,10.0,1,1,3,4.0,1,3.0,3,5.0,1,5,1,1.0,2,22995.0
36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0
36.0,0,1,9.0,3,2,3,4.0,1,3.0,1,4.0,0,3,0,2.0,2,24440.0
25.0,1,3,10.0,2,1,4,4.0,1,3.0,3,2.0,0,1,1,2.0,2,23255.0
45.0,1,2,30.0,3,2,2,3.0,0,4.0,2,2.0,0,4,0,1.0,1,17177.0
27.0,1,1,9.0,3,2,3,5.0,0,3.0,3,2.0,0,3,0,1.0,1,22582.0
30.0,1,1,35.0,2,1,4,4.0,0,3.0,1,6.0,0,5,0,2.0,1,21192.0
31.0,1,3,13.0,2,2,2,4.0,0,3.0,0,4.0,0,4,1,1.0,1,17329.0
44.0,0,3,22.0,2,2,3,5.0,1,3.0,1,5.0,0,5,1,1.0,2,25482.0
21.0,1,1,11.0,1,2,3,4.0,0,5.0,3,3.0,0,3,1,2.0,1,21651.0
41.0,1,1,9.0,2,2,4,4.0,1,3.0,3,3.0,0,3,1,3.0,2,23339.0
32.0,1,1,15.0,2,1,3,3.0,1,3.0,0,2.0,1,5,1,2.0,2,21322.0
28.0,0,3,15.0,2,2,3,4.0,3,3.0,3,3.0,0,2,1,1.0,3,27404.0
44.0,1,3,11.0,3,1,3,5.0,3,3.0,2,5.0,0,3,1,1.0,3,28909.0
38.0,1,1,23.0,2,1,3,4.0,3,3.0,1,1.0,0,1,1,2.0,3,23823.0
20.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,1,4,0,0.0,1,17323.0
31.0,1,1,13.0,3,1,2,3.0,3,3.0,3,2.0,1,4,1,1.0,3,22143.0
35.0,1,1,31.0,1,2,3,4.0,3,4.0,1,4.0,0,3,1,1.0,3,25903.0
33.0,1,3,15.0,1,1,4,5.0,1,4.0,0,3.0,1,2,1,1.0,2,23906.0
28.0,0,3,15.0,2,2,3,4.0,3,3.0,3,3.0,0,1,1,1.0,3,27404.0
38.0,1,1,10.0,2,1,3,4.0,1,4.0,3,5.0,0,4,1,1.0,2,22785.0
32.0,1,3,14.0,1,1,3,4.0,1,4.0,1,2.0,1,1,1,2.0,2,20228.0
32.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,21162.0
28.0,1,1,8.0,2,2,3,4.0,0,4.0,1,1.0,0,1,0,2.0,1,18201.0
30.0,0,3,9.0,2,2,4,4.0,1,3.0,1,3.0,0,1,1,2.0,2,23327.0
35.0,1,1,8.0,2,2,2,4.0,3,4.0,1,3.0,0,4,1,0.0,3,25274.0
38.0,0,2,16.0,2,2,3,3.0,1,3.0,1,4.0,0,3,0,2.0,2,21077.0
32.0,1,2,9.0,2,2,4,5.0,1,5.0,0,5.0,0,3,0,2.0,2,25088.0
29.0,0,3,30.0,1,2,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0
49.0,1,3,9.0,3,1,3,4.0,1,3.0,1,4.0,0,5,1,1.0,2,22729.0
31.0,0,3,8.0,2,1,2,3.0,3,3.0,1,2.0,1,1,1,0.0,3,24852.0
34.0,1,1,6.0,2,2,2,3.0,1,3.0,1,1.0,0,4,1,0.0,2,20484.0
51.0,1,1,10.0,2,2,2,3.0,0,3.0,1,1.0,1,1,0,0.0,1,17461.0
29.0,0,1,30.0,2,2,3,4.0,0,3.0,2,2.0,1,3,1,2.0,1,17439.0
44.0,0,1,29.0,3,2,3,3.0,1,4.0,0,5.0,0,3,1,0.0,2,17042.0
31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,0.0,3,28675.0
35.0,1,1,9.0,2,2,3,5.0,1,5.0,1,7.0,0,4,0,2.0,2,24635.0
35.0,1,1,9.0,2,2,3,5.0,1,5.0,0,7.0,0,4,0,2.0,2,24635.0
34.0,0,1,13.0,2,2,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,26403.0
40.0,1,1,9.0,1,1,4,5.0,1,3.0,3,3.0,0,2,1,1.0,2,23231.0
42.0,1,3,18.0,3,2,3,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20087.0
48.0,0,3,11.0,3,2,4,4.0,1,3.0,3,5.0,0,4,0,3.0,2,21654.0
46.0,1,3,16.0,2,1,3,3.0,3,4.0,1,6.0,0,1,0,2.0,3,22314.0
34.0,0,1,12.0,2,1,4,4.0,3,4.0,0,7.0,0,3,1,3.0,3,30556.0
29.0,1,3,8.0,3,2,3,4.0,1,4.0,0,3.0,0,4,0,1.0,2,21644.0
35.0,1,3,9.0,2,2,3,4.0,1,3.0,3,3.0,0,5,0,2.0,2,24952.0
45.0,1,1,16.0,2,2,3,3.0,0,3.0,1,4.0,0,5,0,2.0,1,17654.0
31.0,1,1,25.0,2,1,4,4.0,0,3.0,3,3.0,0,2,1,1.0,1,21310.0
37.0,0,1,18.0,2,2,4,5.0,1,4.0,3,3.0,0,4,1,2.0,2,25177.0
28.0,1,1,21.0,2,2,2,3.0,0,3.0,1,2.0,0,4,1,1.0,1,17207.0
33.0,1,3,14.0,2,2,2,3.0,1,5.0,1,3.0,0,5,1,0.0,2,21392.0
21.0,1,1,18.0,3,1,4,5.0,0,5.0,3,3.0,1,3,0,2.0,1,21278.0
29.0,1,1,7.0,2,2,4,5.0,0,3.0,1,3.0,0,4,0,2.0,1,20241.0
36.0,1,3,15.0,2,1,4,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21250.0
35.0,0,1,7.0,2,2,4,4.0,0,5.0,1,7.0,0,1,1,3.0,1,21674.0
29.0,0,1,7.0,3,2,3,4.0,0,3.0,2,2.0,1,4,0,1.0,1,20832.0
33.0,0,3,28.0,3,2,3,3.0,1,4.0,0,1.0,0,2,0,1.0,2,21146.0
45.0,1,1,9.0,2,1,4,2.0,0,3.0,0,3.0,0,4,1,1.0,1,20689.0
41.0,1,1,27.0,1,2,4,4.0,3,3.0,1,6.0,0,3,1,2.0,3,29000.0
36.0,1,1,7.0,3,2,2,5.0,0,3.0,3,3.0,0,4,1,1.0,1,21537.0
